userName,content,score,at,thumbsUpCount
A Google user,Got the loan in few steps and everything is online,5,2020-04-06 12:26:08,0
A Google user,emi without no issues,5,2020-04-05 16:03:40,0
A Google user,good experience with this application,5,2020-04-05 16:02:58,0
A Google user,I am going to recommend for loan needs.,5,2020-04-05 15:44:42,0
A Google user,Best CIBIl Reporting.,5,2020-04-05 14:16:55,0
A Google user,"Got the loan, thanks for informing me at every step",5,2020-04-05 14:11:09,0
A Google user,I got the loan in lockdown. Superb company,5,2020-04-05 14:09:52,0
A Google user,Faircent thank you for trasnferring the loan,5,2020-04-05 14:07:02,0
A Google user,Team bahut supporting hia,5,2020-04-05 14:05:55,0
A Google user,Good,5,2020-04-05 05:39:06,0
A Google user,Fake app,1,2020-04-05 02:41:02,0
A Google user,"Fake and scam app. This stupid company collects 500 /- as documents verification fees which no big bank does, and after paying the fees they come back within few hours to say loan is not approved. They just Loot money from people who r already in problems and have a need for loan. Utter nonsense and rubbish. Waste of money and time.",1,2020-04-05 02:17:00,0
A Google user,Loan process was really simple and easy,5,2020-04-04 14:59:50,1
A Google user,Took loan for 1st time and Faircent people were happy to help,5,2020-04-04 14:59:04,0
A Google user,Very good app give the loan amount to my bank account transfer to the solution,5,2020-04-02 20:28:50,1
A Google user,nice,5,2020-04-02 12:12:16,0
A Google user,"This application has fake information. Dear users don't get trapped. They say that charge you the minimum interst rate as low as 12% yearly. But, it always almost above 50% yearly. Sometimes it could be 5% monthly (60%) yearly. So, these kinds of companies are registered by RBI as NBFC to loot and rob the people and their hard earned money. Very very cheap advertised👎👎👎👎👎 Once again on the reply of Faircent HR team, you all are fraud and looting Indian people . 👎👎👎👎👎",1,2020-04-02 08:48:05,31
A Google user,This is the biggest fraud application never trust this app the executive of company said 500 is refundable and you documents are all ok you will get a loan 1.5 lakhs but now I got a mail that loan cannot be processed they lie a lot please don't trust this app and I am going to raise Complaint to cusomer court against the company I have call recording and what app chats of the executive see you in court faircent,1,2020-04-01 10:40:12,0
A Google user,Worest app ask 500 rupees,1,2020-03-31 09:29:55,0
A Google user,100% fake.. They are collecting 500 then cheating.... Without analysing our documents why you are collecting fees,1,2020-03-31 03:31:17,0
A Google user,I invested 10000 one year back what i finally got one year is 8000rupees after investment in low risk category only please don't waste your money,1,2020-03-30 11:02:47,0
A Google user,Fake company 420 company hundred percent fake company fake company,1,2020-03-30 07:06:43,0
A Google user,"Even after seeing all the reviews, I trusted but at last the same thing happened to me also... First they will b very active, after we pay 500 rupees as registration fee...then there will be no response from either customer care or representative.... There will be no reply for the mails Wat we send... Disappointed and a bad experience ...after 10 days got a mail as loan rejected.",1,2020-03-28 18:33:37,0
A Google user,I belong to a middle class family and got loan when I required the most. Thanks Faircent!,5,2020-03-28 10:17:30,0
A Google user,Highly recommended for Loan,5,2020-03-28 10:10:57,0
A Google user,I paid loan filing fee which is Rs. 500 and my loan get approved,5,2020-03-28 10:09:45,0
A Google user,Fabulous app for some serious loan. They mean business and no fake consumption of time and energy.,5,2020-03-28 09:52:45,4
A Google user,Where the loan ???,1,2020-03-28 09:40:35,0
A Google user,Really awesome and best business loan app in google play. Documents verification all process are quick and get the business loan quickly if all the documents are clear.. thanks for this app,5,2020-03-28 09:23:09,6
A Google user,Good speed and easy to fill application,5,2020-03-28 09:22:25,1
A Google user,Just awesome app and interface very good for new user,5,2020-03-28 09:15:59,0
A Google user,"Awesome and easy to apply, advance system",5,2020-03-28 09:15:33,1
A Google user,"Excllent, very Excellent!",5,2020-03-27 14:51:17,0
A Google user,"Very Very useful, thank you Faircent!",5,2020-03-27 14:47:28,0
A Google user,Very Good App Develop by Faircent.. I can check every step of my Loan Application. Amazing...,5,2020-03-27 14:03:19,3
A Google user,Very user friendly app as well the customer support executives r just prompt n they explain things in detail with a warm attitude . So far so good. Hoping i get to have a long term assocation with Faircent soon .,5,2020-03-27 14:02:53,4
A Google user,Mere ko loan dene ki liye thanks. Good service,5,2020-03-27 13:49:39,0
A Google user,Really very good service and fastest processing,5,2020-03-27 13:49:11,1
A Google user,Get the loan approval in 48 hours. Thanks faircent,5,2020-03-27 13:44:00,0
A Google user,Poor,1,2020-03-27 13:23:22,0
A Google user,Thanks for approving my loan faircent,5,2020-03-26 17:32:17,0
A Google user,Good Experience. Overall Satisfied,5,2020-03-26 17:28:30,0
A Google user,It's the no.1 app for business loan. Amazing app and the customer care members are so helpful for the customer that I have no words to say anything.,5,2020-03-26 17:28:27,2
A Google user,Easy loan application,5,2020-03-26 17:00:47,0
A Google user,Great service...simple n easy,5,2020-03-26 16:59:54,0
A Google user,Good Communication from Customer care and easy to use app,5,2020-03-26 16:58:57,0
A Google user,Very nice app. I got money what i wish quickly. Thank you team Faircent,5,2020-03-26 16:57:02,3
A Google user,Good Experience. Overall Satisfied,5,2020-03-26 16:54:40,0
A Google user,Froad first he ask your documents then you receive a call and they ask 600 rs for your loan proceed don't trust total froad,1,2020-03-26 14:21:31,0
A Google user,Usefull app,5,2020-03-26 07:49:44,0
A Google user,Worst app....Fees rs 500 taken but loan no t approved,1,2020-03-26 07:10:00,0
A Google user,Do not use are install this application because it's fake they only collect 500 from every one and just reject your application,1,2020-03-26 06:38:49,0
A Google user,ye 100% cheater hai,1,2020-03-25 17:08:19,0
A Google user,Just amazing,5,2020-03-21 05:19:54,0
A Google user,Best,5,2020-03-20 11:13:13,0
A Google user,Mahimanand,4,2020-03-20 07:46:17,0
A Google user,"Worst app. Very bad experience, request to all don't install it. Fake app",1,2020-03-19 09:50:57,0
A Google user,Don't apply this app... Cheating 😠,1,2020-03-19 08:03:42,0
A Google user,FANTASTIC,5,2020-03-19 05:18:43,0
A Google user,"They ask for Rs. 500 Registration and once you pay they cancel your loan. and replay is the ""amount is Non refundable Sir"" I think they are fake, i m going to complaint to Grahak Manch and Police.",1,2020-03-19 05:08:22,0
A Google user,Fake aap after taking 500 rupees registration fee the cancel my loan only taking money from people's please don't download this application they are just fooling people's for 500 rupees don't install it guys be safe from like this fraud companies,1,2020-03-18 20:48:26,0
A Google user,"Time vest, energy vest",1,2020-03-18 12:50:56,0
A Google user,Not sure,5,2020-03-18 08:05:55,0
A Google user,Waste aap they never give you loan,1,2020-03-18 06:51:58,0
A Google user,"I give you big 0 star, please all do not download this app, this is fraud app, they collect all your document and bank details and 500 rupees for confirm your loan, and last one week they not answer my question. So please don't download this fake app",1,2020-03-17 05:47:51,0
A Google user,Well done job.,3,2020-03-17 05:10:21,0
A Google user,original false fake app...they deceive me for 2000 before approval...,1,2020-03-16 17:34:50,0
A Google user,Nice,3,2020-03-16 15:04:10,0
A Google user,Worst app. Uploaded all the required documents and data... after few minutes app is asking to pay Rs500 for further processing. Fake app for any type of loan.,1,2020-03-15 09:44:04,25
A Google user,It's a fraud app or company please do not apply in this app my personal experience. U have not meet its criteria but they tald u u r eligible or give approval status and u have give 500 registration charge they will reject or cancel your loan very very fake app please please go not give this company 500 rs for registration or other charges if they give free of cost application you may apply but I also tell u please not give 500 rs if you are not meet that's criteria or policy.,1,2020-03-14 15:36:44,0
A Google user,It's a fraud app or company please do not apply in this app my personal experience. U have not meet its criteria but they tald u u r eligible or give approval status and u have give 500 registration charge they will reject or cancel your loan very very fake app please please go not give this company 500 rs for registration or other charges if they give free of cost application you may apply but I also tell u please not give 500 rs if you are not meet that's criteria or policy.,1,2020-03-14 15:35:46,0
A Google user,Worst 3rd grade app,1,2020-03-13 09:51:17,0
A Google user,Third class application..totally fraud pls pls do not apply loan and don't pay 500 rs fee..fraud fraud..,1,2020-03-13 08:26:48,0
A Google user,warest service asking 500 charges,1,2020-03-11 16:38:29,0
A Google user,Very poor No response,1,2020-03-11 08:32:14,0
A Google user,They are making fool they are not helping in recovery of my money there manager even not advice well they call several times on registration process to charge 1000 rs but after that they don't even talk with there lender it's useless app doesn't help . It is way to befool you so don't even download it is worthless app it's totally fraud way,1,2020-03-10 18:24:27,1
A Google user,Very easy to use Love it,5,2020-03-10 15:02:32,0
A Google user,Bogus app...after 500 rupee pay...they dont reply.......and when i contact company....they not receive call...and not reply on whatsapp,1,2020-03-08 10:52:24,0
A Google user,"Salaried or Self Employed, apply only if you have below documents. else you loose Rs500/- unnecessarily. Pan Card and Aadhar Card Current Address Proof. Last 6 Months Bank Statement Last 3 Months Salary slips Current Or Saving A/c Both with Cancel Cheque Picture of cheque of Salaried account Income tax return (ITR) for last 2 years with computations Business Registration Certificate",2,2020-03-08 07:12:54,0
A Google user,This app is fantastic good this app customer service very good I am so happy,5,2020-03-08 06:21:53,0
A Google user,App for fuddus,1,2020-03-07 15:57:49,0
A Google user,Very slow,1,2020-03-04 08:12:54,0
A Google user,I want to know what is the minimum amount I can lend to a single borrower,4,2020-03-03 17:48:37,0
A Google user,Amar Telecom madhepura,5,2020-03-03 17:00:19,0
A Google user,I pay 500 rs finally reject my loan not refund amount dear friends dont pay any amouny for loan processing how much amount collected from customer god only know my humble request don't apply loan,1,2020-03-03 15:16:52,0
A Google user,Super,5,2020-03-03 14:15:38,0
A Google user,Fake application Verry bad experience waste of money and time Thay collect your all parsnul documents and 500 rs and never give you any loan after you give them 500 thay will never receive your phone never give you reply don't download and don't pay them,1,2020-03-03 07:59:28,0
A Google user,(fraud team) thay are doing fraudulent with Lot's of people everyday Before you paying 500 fee Faircent executive calling you every day and informed you that your profile is excellent after you done payment thay will not pic your phone and thay never given any reply i request to all please don't do any work with Faircent save your money and your valuable documents also I request to (play store or google team) please ban Faircent or remove from play store,1,2020-03-03 06:49:22,0
A Google user,Its so fast and so good ...thanx faircent to supot with me....thnx alot...your app is best and good...only 1 week to passd my lone and help too you on my busssines....many mamy thanxx,5,2020-03-03 02:22:12,0
A Google user,"Worst experience. They are collecting subscription fee of 500 from customers and finally they are telling that your loan got rejected even after submitting all necessary documents. Still if you want loan, you can take with higher rate of interest which is 7% per month.",1,2020-03-02 02:08:15,54
A Google user,Ask for payment and have no warranty of loan amount,1,2020-03-01 19:46:46,0
A Google user,Sir Aap Ki Team Sahi Se Kam Nahi Kar Rahi Hai Totaly Fake Hai Sub Customer Ko Thag Rahe Hai Tum Log Unse Regisrstion Fee 500 Lekar Chup Chap Baith Rahe Ho Kuch Reply Nahi Totaly Fake Hai .... Pura Ka Pura Fake Aap Hai.... ........................................ ..thanks Our Team,1,2020-03-01 03:35:42,0
A Google user,They are totally ford they take 500 rs in favour of registration fees before the fees they makes a lots of calls and mess and after you pay the fees they even don't reply to your mess call is far so away....they are cheapers please don't go for this app .,1,2020-02-29 14:36:41,0
A Google user,Fake aap hai,1,2020-02-29 08:11:30,0
A Google user,Good app for increasing GDP and decrease inflation and increase money supply,5,2020-02-29 06:40:59,1
A Google user,This application is froud asking we stared process 1st give 500rs,1,2020-02-29 03:21:52,0
A Google user,"I have not taken any loan from you but received email for funds disbursement, are you joking??",1,2020-02-28 16:55:32,0
A Google user,"its a fake app.giving it one star just because cant go any lower,they will ask u for 600rs even before giving u any loan and once u deposit the amount they will say u are not eligible for one",1,2020-02-27 18:26:06,0
A Google user,Totally waste of time...first they charge 500 rs in name of registration fees...after that they simply reject the file....paise kamne ka shi tarika dhundha hua hai iss company ne...guys there is no loan....ager iss company ka koi bhi podsitive response hai play store pe to wo sirf company ke employee ka hai...fraud company hai....be careful,1,2020-02-25 13:16:38,2
A Google user,They come up with new products on a regular basis!,5,2020-02-24 16:10:41,0
A Google user,Best app for Lenders. Got Decent Returns,5,2020-02-24 16:10:06,0
A Google user,"Among all Loan Platforms, Faircent is the Best. I have been able to get loan in a week.",5,2020-02-24 16:07:43,4
A Google user,This app is really good and very helpful i really liked it.. I totally recommend every one to install and try once.. And thank me later...,5,2020-02-24 16:00:03,4
A Google user,Really impressed with this loan portal for giving me quick loans.,5,2020-02-24 15:49:44,0
A Google user,Very nice interface. It's very useful application. It's a very useful application,5,2020-02-24 15:48:31,4
A Google user,I like this app,5,2020-02-24 14:53:16,0
A Google user,Very grateful app,5,2020-02-23 03:56:36,0
A Google user,Good,5,2020-02-22 18:05:51,0
A Google user,Faircent is a very good and helpful app.,5,2020-02-22 15:18:47,0
A Google user,Great app with lots of data for you to consume very fast app,5,2020-02-22 14:48:06,0
A Google user,Loan easily mil gya yahan. thanks it is a nice app,5,2020-02-22 14:47:39,0
A Google user,Thanks faircent for loan and helping me..,5,2020-02-22 13:38:05,0
A Google user,"Happy to share my experience with you all, i got the loan in 6 days.. Great app.",5,2020-02-22 13:35:11,5
A Google user,I have been using this portal for past 2 years. The most interesting part is they keep launching their new products and I have a variety of products to invest in..,5,2020-02-22 13:27:10,0
A Google user,"No Defaults, i am earning good retruns.",5,2020-02-22 13:26:41,0
A Google user,"Worst experience. I submitted all 6 months statement, adhhar, pan card waiting 1 week loan rejected. 500 rs registration fees done. But my money not returned. However total unhappy",1,2020-02-22 12:37:48,4
A Google user,I pay the ammount 500 RS but why still not yet any responce,1,2020-02-22 07:30:45,0
A Google user,I HAVE THINK TO APPLY FOR THIS COMPANY. BUT READING REVIEWS I CANT APPLY FOR THIS COMPANY I THINK IT IS TOTALLY FRAUD THEY ARE 500 RS. GENUINE COMPANY NEVER ASK TO PAY MONEY'S THEY DISBURSED MONEY ONLY. THANKS TO ALL SAVED MY 500 RS. KINDLY I REQUEST TO ALL THE PEOPLE NEVER APPLY FOR THIS COMPANY.,1,2020-02-21 04:52:23,0
A Google user,Fake aap make a buiseness to collect 500 rs for registration charges. Totally fake aap.,1,2020-02-20 14:45:25,0
A Google user,Best loan application,5,2020-02-19 12:53:58,0
A Google user,Great experience,5,2020-02-17 23:10:03,0
A Google user,Nc application,5,2020-02-17 21:02:38,0
A Google user,App keeps crashing.. loads for long. Fix bugs regularly,3,2020-02-17 14:37:29,2
A Google user,Fraud app. After paying 500 rs they cancel ur application. do not trust them. before paymng they will call u many times . after paymnt they block ur num nor give reply on mails. wanted to give zero stars .,1,2020-02-15 15:25:22,0
A Google user,It is a fake company.it asked at first 500 and tell lone wii be sucess 100%.but after pyment it want more document...and last ly tell not posdibrl.it is a fake company.i m suggegest no body try this..i hvave been lost 500.thanks,1,2020-02-15 07:41:52,1
A Google user,Just fustraring. They are charges 31% interest . Moreover juat diaturbing everytime by phone about document. Even contact of 4 person. I dont want any loan just want my 500 rs back. Othewise i will complain to consumer forum. Avoud this if possible.,1,2020-02-15 03:57:52,0
A Google user,Very happy,5,2020-02-15 02:38:15,0
A Google user,Mere 4000 rupees Cale Gaye ab or peyment mag rahe hai frod hai mene peyment bhi Kar Diya,1,2020-02-14 17:38:50,0
A Google user,Totally fraud app registration fees 500 and they don't give any loan this is the biggest fraudulent app in the name of loan .how many 500 they collect without any loan,1,2020-02-13 12:07:01,8
A Google user,Paid Rs. 500 and received the loan easily,5,2020-02-13 11:28:02,0
A Google user,got money in my account within 8 days. Good service,5,2020-02-13 11:25:15,0
A Google user,Amazing Financial Service by Faircent. I got good returns!,5,2020-02-13 11:24:36,0
A Google user,Paperless process and everything is online,5,2020-02-13 08:26:11,0
A Google user,Best app in its genre. Very easy to apply and verification is super fast. Within 3 days customer will receive money.,5,2020-02-13 08:25:06,8
A Google user,The process is quick and completely online. Got the loan in some easy steps,5,2020-02-13 08:13:44,3
A Google user,Very Professional Support team! They have a good recovery team,5,2020-02-13 08:13:04,0
A Google user,Please let me 250002 . Meerut is serving by u or not,2,2020-02-12 21:06:02,0
A Google user,Good customrer support and very helpful in resolving my query,5,2020-02-12 16:56:45,1
A Google user,Less processing fee and hassle free process,5,2020-02-12 16:56:13,0
A Google user,Easy to Apply and Easy to get funds.,5,2020-02-12 14:22:00,0
A Google user,"Fake company, taking money and after saying not approved , cheating People",1,2020-02-12 11:53:25,0
A Google user,"DO NOT invest in Faircent. Many of the borrowers are not paying my money on time. And Faircent takes no action inspite of sending them multiple emails. If you do not want to lose your hard earned money, then stay away from this app.",1,2020-02-11 15:56:10,10
A Google user,Nice App. I'll post the comment after actual receipt of loan,5,2020-02-11 11:45:26,0
A Google user,Great platform to grow your wealth,4,2020-02-11 04:39:07,0
A Google user,very difficult process. need to upload ITRs and other docs,1,2020-02-11 03:50:11,0
A Google user,"Isaly madurcudu aap, marasy 500Hundred luta,",1,2020-02-10 21:37:32,0
A Google user,Bakwaas app... crashed always....,1,2020-02-10 12:07:05,0
A Google user,Totally fake . Before payment they call u num of times in a day. After u pay registration amount they do not receive ur calls. I want to give zero stars but option not there for that. No reply on mail also .,1,2020-02-09 16:16:02,28
A Google user,"One of my 4 borrowers has not even paid a single EMI since past 5 months, and I'm not sure what Faircent is doing about it. No communication from their side. Neither they directly show who has delayed so that we do the profiling before investing.",2,2020-02-09 11:05:40,0
A Google user,"The layout, design, content and the speed of the app everything is just superb!",5,2020-02-08 14:49:43,7
A Google user,Happy to inform that i am getting all EMIs from all the borrowers. good borrowers on the app.,5,2020-02-08 14:49:40,0
A Google user,Nice Dashboard and easy to use interface!.,5,2020-02-08 14:49:17,0
A Google user,Overall Excellent app to borrow from,5,2020-02-08 14:48:49,0
A Google user,It has a variety of products to invest in and i'm earning good returns.,5,2020-02-08 14:17:24,1
A Google user,application is fraud don't install anyone,1,2020-02-08 08:43:01,0
A Google user,Very Poor response...,1,2020-02-07 18:26:39,0
A Google user,"Totally fraud app,I applied for the loan the faircent people call me and they ask 500 rupees as a registration fee den we will process the loan,after I pay the amount no one will call me and no one will respond to my msg or call.totally it is cheated app and they are cheated pepole.",1,2020-02-07 17:44:59,0
A Google user,Bilkul bakwas hai ye froud hai,1,2020-02-07 10:24:07,0
A Google user,Don't install this app only collect personal banking data,1,2020-02-07 06:14:41,1
A Google user,Its very good app.,4,2020-02-07 02:50:02,0
A Google user,fraud,1,2020-02-06 09:30:31,0
A Google user,Best customer service,5,2020-02-06 08:57:34,0
A Google user,Norms are transparent,5,2020-02-06 08:56:28,0
A Google user,Received proper response from support team and my loan got approved,5,2020-02-06 08:56:26,0
A Google user,Better Offering as compared to other loan apps,5,2020-02-06 08:56:07,0
A Google user,Dont install this app its fraud app they took money from you so dont install this app,1,2020-02-06 08:53:13,0
A Google user,Data transperency is there..,5,2020-02-06 08:34:23,0
A Google user,loan processing is easy and i got the loan,5,2020-02-06 08:25:03,0
A Google user,Thanks team for resolving my query,5,2020-02-06 08:16:57,0
A Google user,Faircent यह फायनान्स कंपनी वालेने मेरे 3 लाख के डिमांड पर हां केहकर मिठी मिठी बाते करकर भरोसा दिया आपका डिमांड पुरा होगा व्हाट्सअप के जरीये सारे कागजात मांग लिये और आपका काम होजयेंगा कहकर बिना सेंगशन के 500 रुपये फीस लेली और कुछ देर बाद बटाते है सर 50 हजार का लोन मिलेगा सावधान 500 रुपये निकालनेका का फंडा है........ भाईलोग.. मै यह बात सबूतकेसात बताराहू सारे कॉल रेकॉर्ड है और फोन व्हाट्सअँप नंबर है मेरेपास मै जल्द ही ग्राहक अदालत मे अर्जी करने वाला हूं कंप्ले मैने मोदी के अँप पर भी,1,2020-02-06 08:14:34,0
A Google user,Bad experience,1,2020-02-05 18:15:57,0
A Google user,Good,4,2020-02-05 18:06:18,0
A Google user,Good Customer Service,5,2020-02-05 14:16:37,0
A Google user,Thank you Faircent for processing my loan again,5,2020-02-05 14:06:32,0
A Google user,Got Loan without delay,5,2020-02-05 13:53:47,0
A Google user,Came to know about Faircent through friends. Got easy loan in 7 days!,5,2020-02-05 13:53:15,0
A Google user,Good app. Preclosure option is there,5,2020-02-05 13:48:39,0
A Google user,Got the loan on less interest rate.,5,2020-02-05 13:45:46,0
A Google user,Faircent responded to my personal loan application. They contacted me and informed me of all the details. Got loan in 7 working days,5,2020-02-05 13:45:18,0
A Google user,Less Documentation and no hassle! Good app :),5,2020-02-05 13:44:25,1
A Google user,Good,5,2020-02-05 13:32:10,0
A Google user,Dear faircent reprentative Please describe when my cibil score more then 772 last 1 year and many banks and nfbc cleared my profile and provided loan and according to my cibil report I taken 26small and big loan in which more then 20loans are short loan availed through app only for improving credit score and 23loans are already closed without any late payment and delay and my cibil maintain more then 770 for last one year but you rejected my application it's clearly proved your company is frod,1,2020-02-05 12:16:41,0
A Google user,Best.........best......best.....understand our need for business,5,2020-02-05 11:08:36,0
A Google user,"Very bad service before submitted the 500 rs i clearly told to executive my cibil score more then 700 ir 750 and afted deposited the 500 rs they played a drama that your file is under process for eligibility at the end they replied rejected inspite of this my profile is selected in lendingkart,bjaj, ICICI, Rupperedde, indiabulls, kisht & some other companies provided me loan and mostly loan already closed it is totally fake app i am given -5star",1,2020-02-05 06:05:10,0
A Google user,What us the link to pay emi,5,2020-02-04 07:46:55,0
A Google user,P2P lending is a new avenue to invest and no better way to get started then using the Faircent app. Invest on the go with few clicks on your mobile. On this platform for last six months and it provides the much needed diversification. Kudos to team Faircent.,5,2020-02-04 00:50:46,60
A Google user,I applied for a loan before a month and paid rs500.... But my loan application wa rejected and i didn't receive my amount even i send a mail and make a call i didn't get any response....very disappointed,2,2020-02-03 08:04:26,0
A Google user,Average,3,2020-02-03 07:59:24,0
A Google user,First loan paid on time I got noc but for second loan not eligible...?,3,2020-02-02 14:35:52,0
A Google user,Loan lena hai aasan. Thanks,5,2020-02-02 13:16:06,0
A Google user,I have paid the loan processing fee and got the loan,5,2020-02-02 12:56:54,0
A Google user,I have paid the loan processing fee and got the loan,5,2020-02-02 12:50:43,0
A Google user,It has multiple loan products to invet in,5,2020-02-02 12:46:52,0
A Google user,Lone mila mujhe.. Thanks,5,2020-02-02 12:42:09,0
A Google user,I'm earning good returns on faircent. thanks team for the support,5,2020-02-02 12:40:41,0
A Google user,Thank you. Loan dene ke liye,5,2020-02-02 12:27:40,0
A Google user,Personal loan mila muje 6 din mein,5,2020-02-02 12:26:25,0
A Google user,Tq for all .who gave good reviews.im safe i filled every thing in Google i didn't paid amount.im thinking to pay tmr but i can't pay simply waste of money,1,2020-02-01 17:46:12,0
A Google user,Love this app,5,2020-02-01 12:08:59,0
A Google user,Vary poar.....becoz maine sare document snd kiye jo incuary thi bt snd krne ke bd koi response nii diya gaya ki hoga ya nii....,1,2020-02-01 11:19:23,0
A Google user,This company is totaly fraud They are only making money from people Some legal action must be taken against this company they are only making fool..,1,2020-01-31 15:28:35,0
A Google user,Good,5,2020-01-31 09:35:28,0
A Google user,Totally bakwas...... Payment kar diya 18 january ko or 31 january ko payment pending bata raha hain.... Call or mail ka javab nahi totally cheating,1,2020-01-31 08:30:38,0
A Google user,They are only collecting documents. No cibil check & no financial check. Only collecting 500 rs from peoples.,1,2020-01-31 07:00:33,0
A Google user,Hdb,1,2020-01-31 04:27:41,0
A Google user,"I was very requirement of money ,I'm try lot's of money give loan app ,no anyone's trust me for give loan amount( ,they provide like ,2000,5000, credit limit ,for 15 day ) But faircent help me and approve 50,000 amount Lot's of thanks Faircent",5,2020-01-31 03:08:15,1
A Google user,dear Deepanker i have being regitered in ur concern for loan u have taken pro charges before Rs.500  what reason u have rejected the loan u might already told before getting my doc. provide the loan in least value.return me the service charges or process the loan...ur making only money to ur concern....,1,2020-01-31 01:00:14,0
A Google user,Good,4,2020-01-30 13:14:27,0
A Google user,Thanks for approving my loan,5,2020-01-30 11:20:27,0
A Google user,Got the loan without hassle,5,2020-01-30 11:19:44,0
A Google user,"I have not applied for any loan, but I got an email that I have to pay EMI. Are you guys thinking anything else?",1,2020-01-29 16:32:13,0
A Google user,No matter what they will just ask for the login fee which is 500.. And the response towards customers is not there and when you call them they cut your call. When you ask them something they are like wait for so and so hours.. I had applied and now it's the 16th day that no response from the team. No matter what the replie the given below please ignore it and I suggest you guys not to download this app and not worth it... Don't waste you're time guys....,1,2020-01-29 06:31:31,0
A Google user,Worst app. I don't take any loan in this app. But it shows give me 6300 rupees loan. What the hell. Please check details after any agent not responding. I will go for complaint,1,2020-01-28 17:58:04,3
A Google user,"Waste of your money, cheating, first they will ask for registering fee for borrower 500INR after you, they collect your document in whatsapp or email and tell u sorry, we cannot process your application right now!!",1,2020-01-28 13:48:16,0
A Google user,Very helpful app thank you and thaks your support Faircent,5,2020-01-28 11:52:27,0
A Google user,This is real app for loan,5,2020-01-26 11:10:10,0
A Google user,You thug then why is you company not responding to any calls or messages after 500 is charged... More than 50 mails i have sent to your customer support but no reply.... It is a totally fake app. They charge 500 rs and then there is no response from them. I am going to Lodge a complaint against this app to cyber crime branch.. all users are kindly requested not to download or use this app.,1,2020-01-24 17:49:59,0
A Google user,It was a good experience in getting bigger loan thank you,5,2020-01-24 13:00:29,2
A Google user,Mera all documents complete hone par bhi meri file reject kar di gayi.,1,2020-01-24 12:57:47,0
A Google user,Very very useful,5,2020-01-24 09:36:28,0
A Google user,Very nice app,5,2020-01-23 15:18:43,0
A Google user,Good,5,2020-01-22 14:07:57,0
A Google user,Bad app. Just collect registration fees 500 from all. Not approved any loan. May i appy but rejected and other app give me 1 lack loan.its really worst app,1,2020-01-22 02:52:08,7
A Google user,Superb service,4,2020-01-21 06:44:24,0
A Google user,"Good, this app provided 100%loan for any circumstance",4,2020-01-21 04:37:39,0
A Google user,Unable to invest. Says I'm not like even after 2 weeks of registration and so many follow-ups. I give up on you guys.,1,2020-01-20 13:25:46,1
A Google user,Good,5,2020-01-20 12:58:21,0
A Google user,Worst app. Processing fee 500. And they don't give any loan. This is the biggest fraudulent app in the name of loan. How many 500 they collect without giving any loan.,1,2020-01-20 07:15:42,17
A Google user,Thay take the fees and finally says that you are not eligible for loan 😠,1,2020-01-19 04:33:11,0
A Google user,"Good Experience,Nice performance",5,2020-01-17 17:06:28,0
A Google user,mere 500 liye hai lone nahi dete,1,2020-01-15 20:33:19,0
A Google user,Faircent is a very help full.......,5,2020-01-15 18:18:47,0
A Google user,"They only take 500 rs registration fees and then nothing ahead, fraud app totally...",1,2020-01-15 12:48:39,0
A Google user,A lot of work needs to be done,2,2020-01-15 11:27:25,0
A Google user,Very Unprofesnal... Making fool...,1,2020-01-15 08:30:39,0
A Google user,When I download this app this purchase me 500 Rupees but no loan please do not download this app Faircent-personal loan Company is waste this app playing games with me and people emotions😠😠😠😠,1,2020-01-15 07:27:02,0
A Google user,Bad services..customer care not response,1,2020-01-15 06:07:52,0
A Google user,"Overall the app is useful. Few improvements can be done. It seems the app or some service keeps running in background and every now and then android gives a prompt to kill the app. The notifications are not of much use, once its opened there is nothing else to read or know. It feels like a broken functionality.",4,2020-01-14 13:14:18,85
A Google user,Fake app 500rs katne ke bad koi answer nhi milta hai not good app bhaiyo,1,2020-01-14 07:00:27,0
A Google user,It's good,4,2020-01-13 22:55:15,0
A Google user,nice experience with them for advice,5,2020-01-13 10:33:42,0
A Google user,Good,5,2020-01-13 10:12:22,0
A Google user,Mujhe sahi rate pe loan mila,5,2020-01-12 14:34:23,0
A Google user,simple and easy to use app,5,2020-01-12 14:33:58,0
A Google user,Just Awesome I earned more than 14% ROI on my Investment Thanks Faircent,5,2020-01-12 14:13:47,0
A Google user,I paid 500 Rs. for the registration and got the loan in 6 days,5,2020-01-12 13:40:01,0
A Google user,Money pay fees but not credited,1,2020-01-11 21:58:19,0
A Google user,Don't download this app...it's completely fake...they will first tell all documents are fare n good enough to get a loan...then they will ask you to pay registration fees after that your loan wil get rejected...after laon get approved then they should why before...beware pls don't get trapped n waste your time n money,1,2020-01-11 14:58:51,5
A Google user,Not clear unpaid total amount,1,2020-01-11 08:28:34,0
A Google user,Great app if you are looking to invest Small Amount!,5,2020-01-11 08:03:46,0
A Google user,It's fraud cheep trics cheating customers.collected 500/_ after declined case,1,2020-01-10 15:05:23,0
A Google user,Thug people they say that your file is good and area is serviceable after that they demand a amount of 500 for registration which will be adjusted in your loan file charges. After paying they will say that everything is ok but your file is rejected. This app is only to make money by playing with needy people's emotions.,1,2020-01-10 14:04:07,50
A Google user,Better than other investment options,5,2020-01-10 07:25:24,0
A Google user,Prompt team response on customer queries,5,2020-01-10 07:24:41,0
